text|label|lang|font
O resultado final da oferta de direitos deve ser relatado por volta de 23 de outubro de 2009.|1|ptbr|financial-phrase-bank
The purchase price was not disclosed .|1|eng|financial-phrase-bank
Drug for rare form of ALS approved by FDA|2|eng|google-news
Startup do agro, Arado levanta R$ 60 milhões para conectar campo e cidade|2|ptbr|google-news
A Neomarkka tem desempenhado um papel de liderança em um grupo que visa reiniciar a produção de fibras especiais de celulose em Valkeakoski.|1|ptbr|financial-phrase-bank
medidas de melhoria de eficiência 20 de janeiro de 2010 - O varejista finlandês de artigos de papelaria e presentes Tiimari HEL: TII1V disse hoje que continuará a melhorar sua eficiência operacional, concentrando-se em suas operações centrais lucrativas.|2|ptbr|financial-phrase-bank
Result before taxes decreased to nearly EUR 14.5 mn , compared to nearly EUR 20mn in the previous accounting period .|0|eng|financial-phrase-bank
Possui várias pequenas moléculas inovadoras e candidatos a drogas biológicas em diferentes estágios de desenvolvimento clínico.|1|ptbr|financial-phrase-bank
Mega-Sena: duas apostas do DF acertam a quina e faturam R$ 58 mil cada|1|ptbr|google-news
`` We have come out with a decision which is based on our preliminary economic , operational and environmental findings , '' Karvinen said .|1|eng|financial-phrase-bank
A maior parte das matérias-primas vêm da Europa e dos EUA e são pagas em euros ou dólares americanos, enquanto as vendas são feitas em rublos.|1|ptbr|financial-phrase-bank
Chevrolet Silverado será um dos prêmios do vencedor do BBB 23|2|ptbr|google-news
The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .|2|eng|financial-phrase-bank
Em 2005, as vendas líquidas da Cargotec ultrapassaram EUR 2,3 bilhões.|1|ptbr|financial-phrase-bank
O capítulo corrigido está em sua totalidade abaixo.|1|ptbr|financial-phrase-bank
A gigante russa do gás investiu outros 46 milhões de litas na empresa no final de 2004 e agora possui 99,5% de seu capital social, o que equivale a 86,936 milhões de litas.|1|ptbr|financial-phrase-bank
Owners make millions after hospital closure|0|eng|google-news
Vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services .|1|eng|financial-phrase-bank
The webcast may be followed online on the company website at www.ruukki.com/investors .|1|eng|financial-phrase-bank
Dinheiro esquecido : sistema Banco Central registra 5 milhões consultas . Cerca 38 milhões pessoas físicas 2 milhões pessoas jurídicas têm cerca R $ 6 bilhões receber . 5 milhões consultas feitas primeiro dia reabertura sistema valores esquecidos bancos , informou nesta quarta-feira ( 1º ) Banco Central . maioria , 73 , 4 % , encontrou dinheiro esquecido . site Valores Receber ( SVR ) , administrado BC , registrou 5 . 067 . 914 consultas , dessas , 26 , 6 % positivas , , havia recursos serem resgatados . sistema reaberto nesta terça-feira ( 28 ) . saques ocorrerão partir 7 março . acordo BC , cerca 38 milhões pessoas físicas 2 milhões pessoas jurídicas têm cerca R $ 6 bilhões receber . MelhoriasO sistema novidades , impressão telas protocolos solicitação compartilhamento WhatsApp inclusão todos tipos valores previstos norma SVR . haverá sala espera virtual , permite todos usuários façam consulta dia , necessidade cronograma ano nascimento fundação empresa . possibilidade consulta valores pessoa falecida , acesso herdeiro , testamentário , inventariante representante legal . sistema informa instituição responsável faixa valor . haverá transparência conta conjunta . titulares pedir resgate valor esquecido , outro , entrar sistema , conseguirá ver informações valor , data CPF fez pedido . Leia tambémDinheiro contaBC reabre consulta ‘ dinheiro esquecido ’ prevê pagar R $ 6 bi ; veja beneficiadoConsultas sistema poderão realizadas nesta terça ( 28 ) Fontes recursosA nova fase SVR incluiu fontes recursos esquecidos lotes ano passado . acrescentadas contas pagamento pré pós-pagas encerradas , contas registro mantidas corretoras distribuidoras encerradas outros recursos disponíveis instituições devolução . Além dessas fontes , SVR engloba seguintes valores , disponíveis saques ano passado : contas corrente poupança encerradas ; cotas capital rateio sobras líquidas ex-participantes cooperativas crédito ; recursos procurados grupos consórcio encerrados ; tarifas cobradas indevidamente ; parcelas despesas operações crédito cobradas indevidamente . GolpesNesta fase programa , Banco Central aconselha correntista ter cuidado golpes estelionatários alegam fazer intermediação supostos resgates valores esquecidos . órgão esclarece todos serviços Valores Receber totalmente gratuitos , envia links entra contato tratar sobre valores receber confirmar dados pessoais . BC esclarece apenas instituição financeira aparece consulta Sistema Valores Receber pode contactar cidadão . órgão pede nenhum cidadão forneça senhas esclarece ninguém autorizado fazer tipo pedido .|1|ptbr|infomoney
Pohjola atuará como o gerente da emissão e o título será listado na NASDAQ OMX Helsinki Ltd..|1|ptbr|financial-phrase-bank
CVM absolve ex-presidente Embraer ( EMBR3 ) suposto uso informação privilegiada . caso envolveu venda ações dias antes publicação fato relevante sobre revisão baixo projeções . . Colegiado Comissão Valores Mobiliários ( CVM ) absolveu Paulo Cesar Souza Silva , ex-presidente Embraer ( EMBR3 ) , processo apurava suposto “ insider trading ” ( uso informação privilegiada ) . caso envolveu venda ações dias antes publicação fato relevante sobre revisão baixo projeções . julgamento aconteceu terça , 21 . diretora relatora Flávia Perlingeiro votou condenação Souza Silva multa R $ 257 . 420 , 59 , cifra equivalente duas vezes perda evitada ( atualizada monetariamente ) razão venda , 11 janeiro 2019 , 45 mil ações Embraer . Poucos pregões , 16 janeiro , fabricante aviões informou projeções menores entrega aeronaves , impacto resultados financeiros 2018 . diretor Otto Lobo divergiu Perlingeiro votou absolvição , apontando Souza Silva apresentou , processo , informações suficientes mitigar presunção relativa acesso uso indevido informação privilegiada aplicáveis insider primário . Leia : Ação Civil Pública quer limitar Boeing contratar apenas 21 engenheiros ano EmbraerOs diretores João Accioly Alexandre Rangel acompanharam conclusões Lobo , bem presidente João Pedro Nascimento . Acesso vésperaSouza Silva vendeu 45 mil ações 11 janeiro 2019 , sexta-feira . dia 16 , quarta-feira , Embraer publicou fato relevante sobre revisão projeções operacionais 2018 , 105-125 91 jatos executivos , reduzindo previsões receitas líquidas segmento faixa US $ 1 , 35 bilhão US $ 1 , 5 bilhão US $ 1 , 1 bilhão . Considerando revisão defesa segurança ( US $ 800 milhões US $ 900 milhões US $ 600 milhões ) , previsão receita companhia recuou faixa US $ 5 , 4 bilhões US $ 5 , 9 bilhões US $ 5 , 1 bilhões . executivo afirmou veio ter acesso informações sobre revisões dia 15 janeiro , véspera divulgação novas projeções . “ Tomei conhecimento sobre questão 15 janeiro 2019 , durante reunião ocorrida Nova York preparação apresentação investidores analistas dia 16 janeiro 2019 ( , somente dia antes ocorrência Embraer Day ) ” , afirmou executivo , conforme processo . voto , diretor Otto Lobo frisou “ Estatuto Social Embraer atribuía cargo ocupado Acusado ( diretor presidente ) função coordenar sequer participar levantamento dados atualizar projeções companhia . Conforme comunicado enviado Embraer , tais atribuições cabiam Departamentos Relações Investidores , Controladoria Contabilidade , sendo certo divulgação dependia , regra , aprovação diretoria ” . Lobo destacou ainda , voto , “ acusado afirmou “ [ f ] atos relevantes ‘ ordinários ’ ( incluída eventual alteração guidance ) responsabilidade Diretor Financeiro Relações Investidores , sendo divulgados mercado após discussão aprovação Diretor Presidente ” . diretor disse , voto , atribuir diretor presidente conhecimento prévio matéria escopo atribuição estatutária “ imposição indevida excessiva ônus probatório ” . Lobo afirmou entender , virtude divisão funções definida Estatuto Social companhia , então presidente Embraer participação limitada Embraer Day : “ participação Acusado Embraer Day , 16 . 01 . 2019 , corrobora argumento defesa somente tomou conhecimento Informação Privilegiada dia 15 . 01 . 2019 , tendo vista limitou participação objetiva , essencialmente institucional representação , enquanto coube diretor vice-presidente executivo financeiro DRI exposição sobre projeções propriamente ditas ” . voto Lobo menciona ainda uso Souza Silva recursos provenientes venda ações : pagamento imóvel exterior . “ ver , tal fato reforça Acusado objetivo principal vender ações preço entendia interessante , simplesmente alienar todas ações disponíveis deter Informação Privilegiada ” , anotou diretor Otto Lobo . preço papéis interessante , ocasião venda , porque véspera , 10 janeiro , União manifestou favoravelmente acordo Boeing . então , devido dúvidas levantadas então presidente Jair Bolsonaro , ação havia experimentado volatilidade . processo , defesa executivo enfatizou : “ venda ações ocorreu após divulgação fato relevante 10 . 01 . 201931 , comunicando União/Governo Federal manifestara favoravelmente aprovação parceria estratégica Embraer Boeing , eliminou riscos incertezas inerentes operação proporcionou alta 2 , 57 % EMBR3 , intensamente envolvido negociações dessa operação , faz decisão vender naquele momento dentro padrão comportamento típico investidor . ” Procurados Broadcast ( sistema notícias tempo real Grupo Estado ) , Embraer executivo manifestaram fechamento deste texto .|1|ptbr|infomoney
The shares shall be acquired according to the Rules of NASDAQ OMX Helsinki and otherwise according to the rules related to acquisition of the company 's own shares .|1|eng|financial-phrase-bank
Brasileiro dirige automóveis cada vez mais velhos, indica pesquisa|0|ptbr|google-news
“A aquisição da Elektros Pavara completa a estratégia de expansão de mercado da KONE nos países bálticos.|2|ptbr|financial-phrase-bank
The sellers include 40 shareholders , including Intellibis management , employees and other investors .|1|eng|financial-phrase-bank
UFC Owner Endeavor Group to Sell Florida Sports School IMG Academy|2|eng|google-news
- As vendas acumuladas do Grupo durante o período em análise foram de EUR 48,2 milhões, EUR 53,1 milhões, 1-9 / 2007 e o lucro antes dos impostos foi de EUR 1,2 1,4 milhões.|1|ptbr|financial-phrase-bank
Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday .|2|eng|financial-phrase-bank
The company operates power plants in the Tyumen and Chelyabinsk regions and in the Khanty-Mansi Autonomous District .|1|eng|financial-phrase-bank
Terra co-founder Daniel Shin charged with fraud in South Korea|0|eng|google-news
Marimekko Group 's full-year net sales are estimated to increase by about 10 % .|2|eng|financial-phrase-bank
ISMS does not disclose its financial results , the daily said .|1|eng|financial-phrase-bank
Oferecemos aos nossos clientes consultoria de gestão integrada, soluções completas para projetos complexos e design e supervisão eficientes e de ponta.|1|ptbr|financial-phrase-bank
Its market share widened to 48.51 percent from 48.31 percent a year earlier .|2|eng|financial-phrase-bank
Janno Reiljan, membro do conselho fiscal da Eesti Energia, disse que os proprietários da Narva Power Grid informaram a Eesti Energia sobre o desejo de vender.|1|ptbr|financial-phrase-bank
Repeats sees 2008 operating profit down y-y ( Reporting by Helsinki Newsroom ) Keywords : TECNOMEN-RESULTS|0|eng|financial-phrase-bank
Mercado financeiro hoje: exterior indefinido reforça cautela com fiscal e Petrobras|0|ptbr|b3
melhor afiado ritmo aperto juros , diz dirigente Fed . entrevista CNBC , Bullard mencionou risco inflação recue , volte acelerar , forçaria Fed apertar política monetária . presidente Federal Reserve ( Fed , banco central norte-americano ) St. Louis , James Bullard , argumentou melhor “ afiado ” agora ritmo aperto , fim garantir inflação controlada Estados Unidos ainda 2023 . Durante entrevista emissora CNBC , mencionou risco inflação recue , volte acelerar , forçaria Fed apertar política monetária , fim arrastar durante anos batalha contra inflação acima meta . “ Vamos afiados agora , vamos controlar inflação 2023 ” , disse . direito voto decisões política monetária deste ano , Bullard disse economia americana “ forte ” antes previa , mercado trabalho robusto . mercados , vê “ basicamente reprecificação andamento ” , expectativa aperto monetário conter inflação . tempo , comentou mercado podem exagerando risco recessão país 2023 . mencionou retomada econômica China fato economia Europa mostra quadro tão ruim quanto antes temido . Bullard afirmou importante subir juros , complementou vê “ boa chance ” Fed sucesso meta conter inflação . taxa terminal juros dirigente 5 , 375 % .|2|ptbr|infomoney
Kemira, com sede em Helsinque, Finlândia, é um grupo químico internacional que compreende as áreas de negócios Kemira Pulp & Paper, Kemira Water, Kemira Specialty e Kemira Coatings.|1|ptbr|financial-phrase-bank
As partes concordaram em não divulgar o preço do negócio, disse o grupo em comunicado à imprensa.|1|ptbr|financial-phrase-bank
centavos Reconhecer parcerias e fornecedores potenciais.|1|ptbr|financial-phrase-bank
The Financial Statements and Interim Reports will be released around at 9.00 a.m. ( Finnish time ) on the given dates .|1|eng|financial-phrase-bank
Em troca, a empresa de private equity com sede em Nova York receberá uma participação de 51% no grupo letão de TI e telecomunicações.|1|ptbr|financial-phrase-bank
O CDP foi criado por iniciativa de investidores institucionais; no entanto, os resultados publicados anualmente também interessam a um número crescente de clientes e outros grupos de interesse das empresas que relatam.|1|ptbr|financial-phrase-bank
Otherwise the situation is under control .|1|eng|financial-phrase-bank
Esperava-se que a fusão entre as duas operadoras de telecomunicações resultasse na quarta maior operadora de telecomunicações do mundo.|1|ptbr|financial-phrase-bank
Petrobras ( PETR4 ) corrige números anuncia queda preço querosene aviação principais praças . mês passado , valor principais praças havia caído quase 14 % . . ( Correção informação esclarecer preços caíram , diferentemente havia sido publicado site Petrobras , havia informado alta cotações ) RIO JANEIRO ( Reuters ) – Petrobras ( PETR3 ; PETR4 ) reduziu preço médio querosene aviação ( QAV ) 5 , 7 % abril , acordo assessoria imprensa empresa , disse números equivocados , apontando alta , haviam sido publicado antes site . ajustes preços QAV mensais definidos meio fórmulas contratuais negociadas distribuidoras , segundo empresa explicou anteriormente . mês passado , valor principais praças havia caído quase 14 % . Petrobras comercializa QAV produzido refinarias importado apenas distribuidoras , , vez , transportam comercializam produtos empresas transporte aéreo outros consumidores finais aeroportos , revendedores . Distribuidoras revendedores responsáveis instalações aeroportos serviços abastecimento .|2|ptbr|infomoney
FDA grants accelerated approval for Biogen ALS drug that treats rare form of the disease|2|eng|google-news
Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .|2|eng|financial-phrase-bank
Tesouro Direto: juros mantêm queda, com IPCA+2045 a 6,09%; mercado repercute fala de Campos Neto|1|ptbr|google-news
Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work .|2|eng|financial-phrase-bank
Catalysts segment includes refinery catalysts and polyolefin catalysts product categories .|1|eng|financial-phrase-bank
In the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making .|1|eng|financial-phrase-bank
Conheça as 20 empresas mais valiosas do mundo que têm BDRs negociados na B3|2|ptbr|b3
De acordo com o registo comercial da Letónia, a Uponor Letónia fechou a vermelho com LVL 99.000 EUR 139.538,17 USD 194.556,48 num volume de negócios de LVL 2.346 milhões em 2009.|0|ptbr|financial-phrase-bank
MERCADO LIVRE anuncia contratação de 5700 FUNCIONÁRIOS; confira|2|ptbr|google-news
A fábrica de Oulu emprega aproximadamente 120 pessoas.|1|ptbr|financial-phrase-bank
País:; Setor Alemanha: Construção-Imobiliário; Alvo da Engenharia de Máquinas: Caverion GmbH Comprador: YIT Oyj Tamanho do negócio em USD: 90,3 m Tipo: Aquisição corporativa Status: Acordado|1|ptbr|financial-phrase-bank
Qualquer investimento ou atividade de investimento ao qual esta comunicação se refere está disponível apenas para as pessoas relevantes e será realizado apenas com as pessoas relevantes.|1|ptbr|financial-phrase-bank
Ações B3 ( B3SA3 ) testam ponto importante suporte recente baixa , aponta análise técnica . Analistas pontuam possíveis movimentos altistas curto prazo , atingimento suporte . ações B3 ( B3SA3 ) acumulam alta 4 , 6 % março , recuam 16 % longo 2023 . pregão desta terça-feira ( 7 ) , 15h45 , papéis sobem 0 , 3 % , cotados R $ 11 , 00 , atingindo importante ponto suporte , pode abrir oportunidades , segundo analistas técnicos . Conforme Rodrigo Paz , analista técnico PagBank , ações B3 operam próximas importante zona suporte , faixa R $ 10 , 50 / R $ 10 , 14 . “ ações iniciaram mês busca recuperação , vista forte baixa fevereiro ” , disse . analista avalia , seguir movimento alta , primeiro objetivo superar região médias ( R $ 12 , 10/R $ 12 , 40 ) , mirar novamente faixa R $ 15 , 00 . acordo , curto prazo , pode-se observar “ reação compradora ” , rompendo média curta indicador IFR ( Índice Força Relativa ) saindo ponto sobrevendido , “ mostra interesse comprador curto prazo ” . Paz acrescenta , papel fixar acima faixa R $ 11 , 21 , alvo curto prazo ficará R $ 12 , 24 , região resistência média 200 períodos . Fonte : Tryd Pro . Elaboração : Rodrigo PazTopos fundos descendentesJá Pam Semezzato , analista técnica Clear , destaca , curtíssimo prazo , papel topos fundos descendentes [ visto gráfico acima ] , “ caracterizando tendência baixa ” , alerta “ sinais falha continuidade movimento baixa . ” Confira principais padrões reversão tendência análise técnicaEnquanto , Matheus Lima , analista técnico Top Gain , ressalta , curto médio prazos , ações B3 permanecem estabilidade , “ canal horizontal preço bastante amplo ” . acrescenta , dentro deste canal , ações respeitando preço R $ 10 , 25 , ponto suporte , “ inclusive vem sendo testado ” , resistências R $ 15 , 25 R $ 15 , 80 , “ formadas topos bem agressivos ” [ veja imagem abaixo ] . Fonte : ProfitChart . Elaboração Matheus LimaAnálise técnica : médio prazoSobre médio prazo , Paz reforça , olhando gráfico semanal [ segue abaixo ] , observa “ certa recuperação compradora ” . MasterclassAceleradora XAprenda estratégias usadas traders correr menos riscos depender sorte lucrarDiante desse cenário , ressalta Paz , expectativa prosseguimento altista , , , necessário papel superar R $ 11 , 40 . Após ponto , R $ 11 , 40 , então , ações B3 podem buscar região resistência média 200 períodos , R $ 18 , 78 . “ faixa suporte R $ 10 , 14 relevante , caso rompa tende buscar curto prazo R $ 9 , 56 “ , acrescentou . Fonte : Tryd Pro . Elaboração : Rodrigo PazSaiba : e-book gratuito ensina analisar gráficos tendênciasAnálise técnica : B3SA3Para Pam , médio prazo , ações seguem movimento lateral , papéis conseguiram manter acima ultimo topo , 2019 , R $ 15 , 50 , assim romperam último fundo , caracterizar reversão tendência . “ Enquanto trabalhando dentro range R $ 9 , 60 R $ 15 , 50 , continua tendência definida ” , diz Pam . Segundo , queda últimos meses , ação aproximou suporte dessa lateralização , movimento esticado , seis semanas consecutivas queda . , conforme , deixou “ candle indecisão semana passada , pode fundo , principio , correção desse movimento . ” “ tratar lateralização , podemos esperar movimento alta testar novamente região máxima ” , acrescenta Pam . relação longo prazo , reforça tendência alta , último fundo traçado R $ 9 , 60 , , rompido , pode acelerar movimento queda , suporte R $ 8 , 60 , região mínima 2020 . B3SA3 : Teste lateralizaçãoPara Mathues Lima , longo prazo , papel B3 testa novamente LTA muitos anos , ainda mantendo tendência alta período maior , após fortes quedas últimos dois anos . “ chama atenção possível consolidação [ veja gráfico abaixo ] , deve afunilar frequência topos menores deu início 2020 , agora , fundos maiores vem desde 2016″ , acrescentou Lima . Fonte : ProfitChart . Elaboração Matheus LimaConfira aqui conteúdos InfoMoney sobre análise técnica !|1|ptbr|infomoney
Com esta subscrição, a participação da Fortum na TGK-10 aumentou para um pouco mais de 76% das ações e direitos de voto.|1|ptbr|financial-phrase-bank
Last year 's net sales rose to EUR 68.3 million from EUR 62.2 million .|2|eng|financial-phrase-bank
Cid Gomes dá aula de Economia ao economista Campos Neto... ou quase isso|0|ptbr|google-news
Net interest income was EUR 39.3 mn , up from EUR 32.7 mn .|2|eng|financial-phrase-bank
Comércio varejista cai 0,1% de janeiro para fevereiro|0|ptbr|google-news
Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month .|0|eng|financial-phrase-bank
The report will be emailed within 2 business days of an order .|1|eng|financial-phrase-bank
Therefore , the company 's 2005 result will remain weaker than that of 2004 .|0|eng|financial-phrase-bank
A empresa está bem posicionada no Brasil e no Uruguai.|2|ptbr|financial-phrase-bank
As vendas líquidas em 2008 devem ficar no mesmo nível de 2007.|1|ptbr|financial-phrase-bank
HK Ruokatalo agora responde por cerca de 50% das vendas de aves na Finlândia, e a lucratividade está em um bom nível.|2|ptbr|financial-phrase-bank
Profit before taxes decreased by 9 % to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier .|0|eng|financial-phrase-bank
